00;9061
0;99959
0000;90
0001;99
000;871
0003;88
0002;97
0005;113
0004;97
0006;91
0007;83
0009;99
0008;104
0010;93
0011;95
0012;96
0013;99
001;973
0014;81
0016;105
0017;84
0015;105
0019;111
0018;104
0020;99
0021;95
0022;102
0023;103
002;1021
0025;101
0026;96
0024;115
0028;106
0027;101
0029;102
0030;81
0031;120
003;989
0032;88
0033;97
0034;102
0035;103
0036;94
0038;103
0039;94
0037;107
0040;94
0041;97
0042;90
0043;94
0044;92
0045;105
004;989
0046;96
0047;112
0048;105
0049;104
0050;114
0051;93
0052;106
0053;99
005;1009
0054;113
0055;99
0056;106
0058;98
0059;82
0057;99
0060;100
0061;92
0062;82
0063;103
006;943
0064;99
0066;91
0065;102
0068;89
0067;106
0069;79
0070;107
0071;102
0072;117
0073;101
007;1009
0075;83
0076;102
0077;103
0074;113
0079;92
0078;89
0080;102
0081;96
0082;104
0083;109
008;1016
0085;102
0086;95
0084;110
0088;91
0087;109
0089;98
0090;87
0091;98
009;1022
0092;120
0093;119
0094;112
0095;107
0096;87
0098;100
0099;96
0097;96
010;1027
01;9891
0101;110
0100;105
0103;99
0102;99
0104;106
0106;95
0107;115
0105;101
0109;107
0108;99
0110;105
0111;101
0112;98
0113;110
011;1023
0114;87
0116;102
0115;94
0117;105
0118;107
0119;114
0120;100
0121;97
0122;86
0123;104
012;937
0125;82
0126;87
0124;104
0127;93
0129;95
0128;89
0130;94
0131;105
013;929
0132;96
0133;101
0135;104
0134;73
0137;79
0136;96
0138;93
0139;88
0140;90
0141;89
014;968
0143;112
0142;97
0144;99
0146;87
0145;88
0147;105
0148;93
0149;108
0150;96
015;988
0152;97
0151;96
0153;97
0154;95
0155;95
0156;114
0157;106
0158;88
0159;103
0160;105
016;1002
0161;101
0162;83
0164;95
0163;108
0165;108
0166;98
0167;91
0169;119
0168;94
0170;90
0171;89
0172;86
0173;92
0174;99
017;956
0176;108
0175;94
0177;94
0179;93
0178;111
0180;93
0181;102
0182;99
018;1003
0183;104
0184;123
0185;109
0186;100
0188;90
0187;85
0189;97
0190;111
0191;112
0192;100
0193;105
019;1047
0194;98
0195;110
0197;105
0196;102
0199;105
0198;98
020;934
0200;88
02;10048
0201;103
0202;102
0203;84
0204;99
0206;99
0205;88
0207;96
0208;86
0209;96
0210;106
0211;94
0212;99
0213;100
0214;107
021;1013
0215;101
0216;100
0217;101
0218;116
0219;89
0220;90
0221;107
022;980
0223;100
0224;90
0222;93
0226;87
0225;121
0227;105
0229;91
0228;96
0230;113
0231;102
0232;107
0233;88
0234;98
0235;109
0236;117
023;1047
0238;94
0237;117
0239;102
0240;103
0241;102
0242;108
024;1023
0244;115
0243;104
0245;95
0247;79
0248;99
0246;112
0249;106
0250;88
0251;93
0252;100
025;981
0253;101
0254;105
0255;91
0257;109
0256;85
0258;101
0259;108
0260;91
0261;97
0262;95
026;1006
0263;121
0264;89
0266;98
0265;92
0267;96
0268;120
0269;107
0270;102
0271;105
0272;100
027;1075
0273;89
0274;96
0275;135
0276;112
0277;130
0278;98
0279;108
0280;104
0281;110
0282;99
0283;89
028;1000
0284;105
0286;94
0285;96
0288;108
0287;102
0289;93
0290;113
0291;92
0292;89
029;981
0294;98
0293;102
0295;94
0297;99
0296;99
0298;97
0299;98
03;10038
030;951
0300;86
0301;105
0303;113
0302;116
0304;79
0305;91
0306;91
0308;99
0307;97
0309;85
0310;96
031;1000
0312;89
0311;99
0314;108
0313;123
0315;90
0316;105
0317;98
0318;101
0319;91
0320;103
0321;92
0322;108
0323;103
0324;96
032;1027
0325;93
0326;103
0328;116
0327;124
0329;89
0330;91
0331;104
0332;102
033;989
0333;87
0335;87
0336;101
0334;96
0337;104
0338;104
0339;113
0340;103
0341;99
034;1011
0342;90
0343;108
0345;111
0344;98
0347;113
0346;86
0348;103
0349;100
0350;118
0351;88
035;1027
0352;114
0353;104
0354;105
0355;107
0356;95
0357;101
0358;90
0359;105
0360;100
0361;95
0362;99
0363;81
0364;100
036;961
0366;83
0365;99
0368;96
0367;101
0369;107
037;1005
0370;96
0371;124
0372;107
0373;86
0374;96
0375;96
0377;102
0376;106
0379;110
0378;82
038;1020
0381;95
0380;105
0382;105
0383;107
0384;96
0385;101
0386;111
0387;101
0388;110
0389;89
0390;101
0391;90
0392;117
0393;125
039;1035
0395;103
0394;110
0396;105
0397;101
0399;83
0398;100
04;9948
040;1005
0400;83
0401;113
0402;105
0403;104
0404;96
0405;94
0406;112
0408;90
0407;113
0409;105
0410;92
0411;106
0412;90
041;960
0413;91
0414;106
0416;88
0415;96
0417;103
0418;91
0419;97
0420;111
0421;98
0422;98
042;980
0423;100
0424;103
0425;92
0426;92
0428;105
0427;89
0429;92
0430;117
0431;87
043;1005
0432;97
0433;90
0434;88
0435;98
0436;111
0437;102
0438;103
0439;112
0440;104
0441;95
0442;90
044;975
0444;92
0443;96
0445;107
0447;92
0446;101
0448;98
0449;100
0450;105
0451;100
0452;102
045;973
0453;101
0455;102
0454;95
0457;93
0456;85
0459;98
0458;92
0460;93
0461;107
046;1021
0463;123
0464;104
0462;95
0466;106
0467;81
0468;101
0469;102
0465;109
0470;98
0471;108
0472;101
0473;91
047;1013
0474;107
0476;98
0475;100
0478;100
0479;104
0477;106
0480;89
0481;96
0482;100
0483;103
048;985
0485;113
0484;104
0487;86
0486;94
0489;107
0488;93
0490;99
0491;100
049;1020
0492;106
0494;117
0493;92
0496;92
0497;96
0495;99
0498;110
0499;109
05;10042
0500;119
050;1063
0501;113
0502;108
0503;103
0504;132
0505;104
0506;104
0507;99
0508;96
0509;102
0510;90
0511;105
0512;86
0513;82
051;971
0515;101
0516;107
0517;100
0514;100
0518;113
0519;87
0520;99
0521;94
0522;95
0523;81
052;990
0525;113
0524;91
0526;102
0527;101
0528;125
0529;89
0530;108
0531;97
053;1010
0532;107
0533;105
0534;100
0535;88
0536;98
0537;113
0538;93
0539;100
0540;81
0541;104
0542;105
0543;120
0544;99
054;1036
0545;93
0546;102
0547;95
0548;129
0549;108
0550;89
0551;113
0552;103
055;984
0553;84
0554;93
0555;103
0557;88
0556;113
0558;97
0559;101
0560;82
0561;122
0562;92
056;1023
0564;117
0563;123
0565;98
0566;83
0567;98
0568;123
0569;85
0570;89
0571;92
0572;117
0573;111
057;975
0574;97
0575;90
0576;111
0577;80
0578;94
0579;94
0580;108
0581;92
0582;109
0583;110
058;1005
0585;94
0586;93
0584;95
0587;86
0588;121
0589;97
0590;110
0591;95
0592;89
0593;96
059;967
0594;82
0595;113
0596;95
0597;89
0598;88
0599;110
06;9896
060;996
0600;100
0601;103
0602;108
0603;108
0604;88
0605;108
0606;100
0607;106
0608;89
0609;93
0610;108
0611;106
0612;101
0613;89
0614;92
061;998
0615;103
0616;99
0617;95
0618;98
0619;107
0620;85
0621;112
0622;95
062;987
0623;84
0624;109
0626;107
0625;95
0627;86
0628;107
0629;107
0630;107
0631;93
0632;102
0633;119
063;1000
0634;100
0635;108
0637;83
0636;87
0638;103
0639;97
0640;90
0641;102
0642;103
0643;91
064;990
0644;102
0646;93
0645;103
0647;105
0648;95
0649;106
0650;95
0651;104
065;1023
0652;100
0653;89
0654;109
0655;99
0656;108
0657;98
0658;116
0659;105
0660;88
0661;111
0662;109
066;994
0663;103
0664;106
0665;95
0666;90
0667;95
0668;98
0669;99
0670;86
0671;96
067;898
0672;99
0674;70
0675;76
0673;100
0676;91
0678;76
0677;92
0679;112
0680;99
0681;110
0682;110
0683;115
0684;97
0685;92
0686;85
068;995
0687;109
0689;87
0688;91
0690;87
0691;88
0692;100
0693;111
0694;108
0695;109
069;1005
0697;115
0696;93
0699;109
0698;85
07;9951
070;1014
0700;92
0701;89
0703;119
0704;104
0702;106
0706;118
0705;97
0707;89
0708;95
0709;115
0710;86
0711;105
0712;89
071;1037
0714;133
0713;105
0716;105
0717;101
0715;109
0719;106
0718;97
0720;110
0721;121
0722;98
0723;102
072;1043
0725;111
0724;85
0727;105
0726;99
0728;99
0729;113
0730;100
0731;99
0732;101
0733;87
0734;91
073;999
0736;108
0737;96
0735;134
0739;84
0738;99
0740;101
0741;105
0742;98
074;1005
0743;104
0744;87
0745;101
0747;91
0746;118
0749;104
0748;96
0750;108
0751;88
0752;79
0753;112
075;923
0755;92
0754;81
0757;98
0758;87
0756;90
0759;88
0760;132
0761;98
076;1036
0763;96
0764;98
0762;94
0766;105
0765;85
0768;100
0767;115
0769;112
0770;81
0771;91
077;921
0773;101
0774;85
0772;102
0776;85
0777;94
0778;106
0779;82
0775;94
0780;95
0781;92
0782;73
0783;100
078;987
0785;110
0784;102
0787;110
0788;99
0786;97
0789;109
0790;84
0791;98
0792;91
0793;97
079;976
0795;102
0796;108
0794;85
0797;121
0798;104
0799;86
08;10173
080;1012
0800;95
0801;101
0803;94
0802;107
0805;104
0804;106
0807;112
0808;115
0806;94
0809;93
0810;104
0811;111
0812;91
0813;99
081;1039
0814;106
0816;94
0817;113
0815;100
0819;118
0818;102
0820;107
0821;109
0822;78
082;1031
0824;105
0825;103
0826;109
0827;104
0828;96
0829;119
0823;101
0830;109
0831;93
0832;103
0833;86
083;983
